SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,charges_ratio,service_count,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_48+,customerID
0,50,94.4,4914.9,0,0.019206901462898534,6,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2267-FPIMA
0,2,19.5,27.55,0,0.7078039927404719,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1051-GEJLJ
0,9,98.3,923.5,1,0.10644288034650785,6,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9734-YWGEX
0,17,93.85,1625.65,1,0.05773075385230522,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2719-BDAQO
0,56,105.6,6068.65,0,0.01740090464930421,7,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,5285-MVEHD
0,67,81.35,5398.6,0,0.015068721520394174,7,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0379-DJQHR
1,9,100.5,918.6,1,0.10940561724363161,6,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0781-LKXBR
0,4,56.4,234.85,0,0.2401532893336172,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5543-QDCRY
0,19,65.35,1231.85,0,0.053050290213905914,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0297-RBCSG
0,8,19.95,170.9,0,0.11673493270918665,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4694-PHWFW
0,71,111.25,7984.15,0,0.0139338564530977,8,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0835-JKADZ
1,10,72.85,688.65,1,0.10578668409206418,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1907-UBQFC
1,15,89.0,1288.3,0,0.06908328805402468,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7508-SMHXL
0,72,106.1,7848.5,0,0.013518506721029496,7,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,3865-YIOTT
0,12,20.05,267.0,0,0.0750936329588015,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,5993-BQHEA
0,72,25.2,1798.9,0,0.014008560787147701,2,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,6024-RUGGH
1,1,73.55,73.55,1,1.0,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6513-EECDB
1,23,75.4,1643.55,0,0.04587630434121262,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3956-CJUST
0,72,65.55,4807.45,0,0.013635087208395303,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,4079-WWQQQ
0,26,80.7,2193.0,0,0.03679890560875513,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6103-BOCOU
0,21,104.55,2239.4,0,0.04668661248548718,7,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,5149-TGWDZ
0,60,24.15,1505.9,0,0.016036921442326844,2,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,7471-WNSUF
0,12,20.45,255.35,0,0.08008615625611905,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,8942-DBMHZ
0,16,75.4,1189.4,0,0.06339330755002523,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4301-VVZKA
0,63,79.7,4786.15,0,0.016652215246074614,7,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,9199-PWQVC
1,22,81.7,1820.9,0,0.04486792245592839,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4824-GUCBY
0,32,76.3,2404.15,0,0.031736788469937396,7,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5393-HJZSM
1,3,79.4,205.05,1,0.3872226286271641,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7074-IEVOJ
0,13,81.15,952.3,1,0.08521474325317653,4,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9625-QSTYE
0,68,103.75,7039.45,0,0.014738367344039662,7,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0862-PRCBS
0,30,86.45,2538.05,0,0.034061582711136504,4,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,8812-ZRHFP
0,16,75.1,1212.85,0,0.06192027043739951,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5146-CBVOE
0,33,80.6,2651.1,0,0.030402474444570178,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0454-OKRCT
0,72,19.3,1304.8,0,0.014791538933169835,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,5787-KXGIY
1,4,84.6,360.1,1,0.23493474034990278,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4750-ZRXIU
0,12,33.6,435.45,0,0.07716155700998967,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,4198-VFOEA
1,4,83.25,308.05,0,0.2702483363090407,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6630-UJZMY
0,0,80.85,0.0,0,0.0,7,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,5709-LVOEQ
0,6,79.05,434.5,1,0.1819332566168009,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6400-BWQKW
0,65,108.05,7118.9,0,0.015177906699068676,8,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,2692-AQCPF
0,15,19.9,320.45,0,0.06210017163364019,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0347-UBKUZ
0,24,21.05,531.55,0,0.03960116640015051,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0835-DUUIQ
0,13,30.15,382.2,0,0.07888540031397175,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0811-GSDTP
0,24,79.85,2001.0,0,0.03990504747626187,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,7567-ECMCM
0,72,65.5,4919.7,0,0.013313819948370836,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,6115-ZTBFQ
0,54,104.1,5645.8,0,0.018438485245669347,7,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6353-BRMMA
0,3,74.4,215.8,1,0.3447636700648749,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6680-WKXRZ
0,4,20.5,77.6,0,0.26417525773195877,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,6231-WFGFH
1,32,91.35,2896.55,0,0.0315375187723326,5,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,9904-EHEVJ
1,35,99.05,3395.8,1,0.029168384474939628,6,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,7028-DVOIQ
0,35,20.5,759.35,0,0.026996773556331073,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,6169-PPETC
1,2,44.95,85.15,1,0.5278919553728714,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4208-UFFGW
0,8,75.6,535.55,0,0.1411632900756232,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8584-KMVXD
0,22,55.1,1253.15,0,0.04396919762199258,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8467-WYNSR
0,15,58.95,955.15,0,0.06171805475579752,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0851-DFJKB
0,22,95.1,2162.6,0,0.04397484509386849,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,5382-SOYZL
0,1,44.7,44.7,1,1.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9448-REEVD
0,71,25.45,1813.35,0,0.01403479747428792,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3261-CQXOL
0,4,56.75,245.15,0,0.23149092392412807,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8388-FYNPZ
0,25,81.75,2028.8,0,0.04029475552050473,8,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4002-BQWPQ
0,32,86.1,2723.75,0,0.03161083065626434,4,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5651-YLPRD
1,7,29.8,220.45,0,0.13517804490814245,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826-DXLQO
0,17,20.5,365.8,0,0.056041552761071624,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,4378-BZYFP
1,8,60.9,551.95,0,0.11033608116677233,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9489-UTFKA
1,56,73.25,4054.2,0,0.01806768289674905,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4849-PYRLQ
0,1,45.7,45.7,1,1.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9117-SHLZX
1,8,100.3,832.35,1,0.12050219258725295,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,9889-TMAHG
0,7,19.25,112.3,1,0.1714158504007124,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4541-RMRLG
0,3,20.85,60.65,0,0.3437757625721352,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7764-BDPEE
0,71,77.35,5550.1,0,0.01393668582548062,7,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,3429-IFLEM
0,2,96.0,174.8,1,0.5491990846681922,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3158-MOERK
0,1,90.55,90.55,1,1.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7294-TMAOP
0,49,93.85,4733.1,0,0.019828442247153025,6,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5002-GCQFH
0,58,70.1,4048.95,0,0.01731313056471431,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0556-FJEGU
1,44,30.35,1359.7,1,0.022321100242700596,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8919-FYFQZ
0,59,75.95,4542.35,0,0.016720420046892028,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0604-THJFP
0,71,108.05,7532.15,1,0.014345173688787398,8,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,2834-JRTUA
0,1,69.9,69.9,1,1.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5875-YPQFJ
0,11,75.25,888.65,0,0.08467900748326113,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5879-SESNB
1,62,103.75,6383.35,1,0.016253221270962737,7,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,6646-QVXLR
0,35,54.95,1916.0,0,0.028679540709812112,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,6461-PPAXN
0,20,19.5,413.0,0,0.04721549636803874,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3318-ISQFQ
0,40,19.6,808.95,0,0.024228938747759443,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1106-HRLKZ
0,39,47.85,1886.4,0,0.025365776081424936,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2483-XSSMZ
0,1,86.6,86.6,1,1.0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,8603-IJWDN
0,72,23.75,1679.25,0,0.01414321869882388,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,8165-ZJRNM
1,33,80.6,2656.5,1,0.030340673818934686,4,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9369-XFEHK
0,12,43.8,540.95,0,0.08096866623532673,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604-XVDAM
0,1,19.75,19.75,0,1.0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3717-OFRTN
0,27,19.15,537.35,0,0.035637852423932255,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,9046-JBFWA
0,34,19.6,678.8,0,0.02887448438420743,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,3280-NMUVX
0,56,80.3,4513.65,0,0.01779047998847939,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1206-EHBDD
0,58,24.35,1423.85,0,0.01710152052533624,2,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,8361-LBRDI
0,22,25.25,555.4,0,0.045462729564278,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4883-KCPZJ
0,10,26.1,225.55,0,0.11571713589004655,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,9108-EQPNQ
0,13,20.0,268.45,0,0.07450176941702366,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,7277-KAMWT
0,35,85.3,2917.5,1,0.029237360754070265,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3842-IYKUE
0,34,70.0,2416.1,1,0.02897231074872729,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6641-XRPSU
1,4,94.3,424.45,1,0.22216986688655907,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1374-DMZUI
0,72,20.7,1492.1,0,0.013873064807988741,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2545-LXYVJ
0,2,70.3,132.4,0,0.5309667673716012,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3234-VKACU
0,7,95.35,660.9,1,0.1442729611136329,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,8357-EQXFO
1,27,75.5,1893.95,1,0.03986377676285013,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1989-PRJHP
0,4,69.55,284.9,0,0.24412074412074414,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8120-JDCAM
0,37,19.85,784.25,0,0.025310806503028374,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,8917-FAEMR
0,21,20.0,417.7,0,0.04788125448886761,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,7047-YXDMZ
1,53,95.85,5016.25,0,0.019107899327186643,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,2858-EIMXH
0,18,90.1,1612.75,1,0.055867307394202446,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,9524-EGPJC
0,2,68.95,119.75,1,0.5757828810020877,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6993-OHLXR
0,32,99.55,3204.65,1,0.031064234783829747,6,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,8818-XYFCQ
1,23,20.75,485.2,0,0.04276586974443528,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,6419-ZTTLE
0,3,50.15,160.85,0,0.31178116257382654,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0929-HYQEW
0,71,58.65,4145.25,0,0.014148724443640312,6,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,6614-YOLAC
0,9,95.9,827.45,0,0.1158982415855943,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,7426-RHZGU
0,1,49.5,49.5,0,1.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4065-JJAVA
0,18,57.45,990.85,1,0.057980521774234246,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4695-VADHF
0,12,53.65,696.35,1,0.07704458964601134,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3863-IUBJR
0,71,80.1,5585.4,0,0.014340960360941025,8,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,7649-SIJJF
0,64,24.4,1601.2,0,0.015238571071696226,2,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,9361-YNQWJ
0,4,40.05,162.45,0,0.24653739612188366,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,3748-FVMZZ
0,23,19.5,470.2,0,0.04147171416418546,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,9391-TTOYH
0,39,51.05,2066.0,0,0.02470958373668925,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1452-XRSJV
0,28,54.35,1426.45,0,0.03810158084755862,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3422-WJOYD
1,5,84.7,392.5,0,0.21579617834394904,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8242-SOQUO
1,45,86.1,3861.45,0,0.02229732354426446,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,7460-ITWWP
0,37,70.35,2552.9,0,0.027556896078969013,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7147-AYBAA
1,60,110.0,6668.35,0,0.016495834801712565,8,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,7868-TMWMZ
1,8,100.6,819.4,1,0.12277276055650475,6,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4822-RVYBB
0,47,94.9,4615.25,0,0.020562266399436653,6,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,6732-FZUGP
0,26,83.75,2070.6,1,0.04044721336810587,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,8436-BJUMM
1,3,88.3,273.75,1,0.3225570776255708,5,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4184-TJFAN
0,50,69.75,3557.7,0,0.01960536301543132,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8329-GWVPJ
0,27,71.6,1957.1,0,0.036584742731592665,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1352-VHKAJ
1,8,92.1,729.95,1,0.12617302554969517,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4145-UQXUQ
0,62,23.65,1416.75,0,0.01669313569790012,2,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2632-TACXW
0,71,81.85,5924.4,0,0.013815745054351495,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,8146-QQKZH
0,66,25.1,1697.7,0,0.014784708723567179,2,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1767-CJKBA
0,68,114.7,7849.85,0,0.014611744173455543,9,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,6445-TNRXS
0,13,49.15,649.4,0,0.075685247921158,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4581-LNWUM
0,56,80.9,4557.5,0,0.017750959956116294,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,4869-EPIUS
0,38,79.45,3013.05,1,0.026368629793730603,4,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9948-YPTDG
1,14,90.45,1266.1,1,0.07143985467182688,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1236-WFCDV
0,16,19.3,360.35,0,0.05355903982239489,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1915-OAKWD
0,14,70.2,1046.5,0,0.06708074534161491,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7296-PIXQY
0,32,69.75,2347.9,1,0.02970739810043017,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4883-QICIH
0,8,54.25,447.75,0,0.12116136236739251,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3354-OADJP
0,43,99.3,4209.95,0,0.023586978467677763,6,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3524-WQDSG
